8.607730000000000000e+08 -1.014669999999999987e+02
8.607890000000000000e+08 -9.809529999999999461e+01
8.608050000000000000e+08 -9.779479999999999507e+01
8.608210000000000000e+08 -1.000210000000000008e+02
8.608370000000000000e+08 -1.030639999999999930e+02
8.608530000000000000e+08 -1.061779999999999973e+02
8.608690000000000000e+08 -1.072060000000000031e+02
8.608850000000000000e+08 -1.086809999999999974e+02
8.609010000000000000e+08 -1.160660000000000025e+02
8.609170000000000000e+08 -1.029279999999999973e+02
8.609330000000000000e+08 -1.017560000000000002e+02
8.609490000000000000e+08 -1.021659999999999968e+02
8.609650000000000000e+08 -1.034719999999999942e+02
8.609810000000000000e+08 -1.050160000000000053e+02
8.609970000000000000e+08 -9.986979999999999791e+01
8.610130000000000000e+08 -9.986620000000000630e+01
8.610290000000000000e+08 -1.011299999999999955e+02
8.610450000000000000e+08 -1.027980000000000018e+02
8.610610000000000000e+08 -1.003190000000000026e+02
8.610770000000000000e+08 -1.003050000000000068e+02
8.610930000000000000e+08 -1.030030000000000001e+02
8.611090000000000000e+08 -1.027579999999999956e+02
8.611250000000000000e+08 -1.036179999999999950e+02
8.611410000000000000e+08 -1.009740000000000038e+02
8.611570000000000000e+08 -1.015400000000000063e+02
8.611730000000000000e+08 -1.073179999999999978e+02
8.611890000000000000e+08 -1.006749999999999972e+02
8.612050000000000000e+08 -1.006740000000000066e+02
8.612210000000000000e+08 -1.069950000000000045e+02
8.612370000000000000e+08 -1.010100000000000051e+02
8.612530000000000000e+08 -1.004699999999999989e+02
8.612690000000000000e+08 -1.005259999999999962e+02
8.612850000000000000e+08 -1.023469999999999942e+02
8.613010000000000000e+08 -1.054539999999999935e+02
8.613170000000000000e+08 -1.086410000000000053e+02
8.613330000000000000e+08 -1.005919999999999987e+02
8.613490000000000000e+08 -9.966119999999999379e+01
8.613650000000000000e+08 -9.723430000000000462e+01
8.613810000000000000e+08 -9.331109999999999616e+01
8.613970000000000000e+08 -9.299620000000000175e+01
8.614130000000000000e+08 -9.465529999999999688e+01
8.614290000000000000e+08 -1.016170000000000044e+02
8.614450000000000000e+08 -9.992359999999999332e+01
8.614610000000000000e+08 -9.999150000000000205e+01
8.614770000000000000e+08 -1.024410000000000025e+02
8.614930000000000000e+08 -1.030810000000000031e+02
8.615090000000000000e+08 -1.076970000000000027e+02
8.615250000000000000e+08 -1.042950000000000017e+02
8.615410000000000000e+08 -1.057349999999999994e+02
8.615570000000000000e+08 -1.008460000000000036e+02
8.615730000000000000e+08 -1.007409999999999997e+02
8.615890000000000000e+08 -1.036170000000000044e+02
8.616050000000000000e+08 -1.042180000000000035e+02
8.616210000000000000e+08 -1.035030000000000001e+02
8.616370000000000000e+08 -1.021440000000000055e+02
8.616530000000000000e+08 -1.025649999999999977e+02
8.616690000000000000e+08 -1.023889999999999958e+02
8.616850000000000000e+08 -9.810439999999999827e+01
8.617010000000000000e+08 -9.456980000000000075e+01
8.617170000000000000e+08 -9.455459999999999354e+01
8.617330000000000000e+08 -9.704170000000000584e+01
8.617490000000000000e+08 -9.856040000000000134e+01
8.617650000000000000e+08 -9.923369999999999891e+01
