8.607730000000000000e+08 -1.049929999999999950e+02
8.607890000000000000e+08 -1.020939999999999941e+02
8.608050000000000000e+08 -9.855580000000000496e+01
8.608210000000000000e+08 -8.303470000000000084e+01
8.608370000000000000e+08 -7.756279999999999575e+01
8.608530000000000000e+08 -7.753130000000000166e+01
8.608690000000000000e+08 -7.827939999999999543e+01
8.608850000000000000e+08 -8.489350000000000307e+01
8.609010000000000000e+08 -9.692220000000000368e+01
8.609170000000000000e+08 -1.026500000000000057e+02
8.609330000000000000e+08 -1.009270000000000067e+02
8.609490000000000000e+08 -1.027510000000000048e+02
8.609650000000000000e+08 -1.087990000000000066e+02
8.609810000000000000e+08 -1.074200000000000017e+02
8.609970000000000000e+08 -1.019710000000000036e+02
8.610130000000000000e+08 -1.018679999999999950e+02
8.610290000000000000e+08 -1.063400000000000034e+02
8.610450000000000000e+08 -1.027259999999999991e+02
8.610610000000000000e+08 -1.021959999999999980e+02
8.610770000000000000e+08 -1.041620000000000061e+02
8.610930000000000000e+08 -1.026470000000000056e+02
8.611090000000000000e+08 -9.863089999999999691e+01
8.611250000000000000e+08 -9.861530000000000484e+01
8.611410000000000000e+08 -1.005130000000000052e+02
8.611570000000000000e+08 -9.937900000000000489e+01
8.611730000000000000e+08 -9.907450000000000045e+01
8.611890000000000000e+08 -1.014009999999999962e+02
8.612050000000000000e+08 -1.148709999999999951e+02
8.612210000000000000e+08 -1.075040000000000049e+02
8.612370000000000000e+08 -1.064959999999999951e+02
8.612530000000000000e+08 -1.050439999999999969e+02
8.612690000000000000e+08 -9.885869999999999891e+01
8.612850000000000000e+08 -9.878489999999999327e+01
8.613010000000000000e+08 -1.024920000000000044e+02
8.613170000000000000e+08 -1.014500000000000028e+02
8.613330000000000000e+08 -1.011790000000000020e+02
8.613490000000000000e+08 -1.010109999999999957e+02
8.613650000000000000e+08 -9.538739999999999952e+01
8.613810000000000000e+08 -9.383549999999999613e+01
8.613970000000000000e+08 -9.382689999999999486e+01
8.614130000000000000e+08 -9.525579999999999359e+01
8.614290000000000000e+08 -9.776269999999999527e+01
8.614450000000000000e+08 -9.899779999999999802e+01
8.614610000000000000e+08 -1.012349999999999994e+02
8.614770000000000000e+08 -1.031189999999999998e+02
8.614930000000000000e+08 -1.035879999999999939e+02
8.615090000000000000e+08 -9.948640000000000327e+01
8.615250000000000000e+08 -9.619100000000000250e+01
8.615410000000000000e+08 -9.532009999999999650e+01
8.615570000000000000e+08 -9.674439999999999884e+01
8.615730000000000000e+08 -1.028739999999999952e+02
8.615890000000000000e+08 -9.820669999999999789e+01
8.616050000000000000e+08 -9.825329999999999586e+01
8.616210000000000000e+08 -1.010499999999999972e+02
8.616370000000000000e+08 -1.027279999999999944e+02
8.616530000000000000e+08 -1.020529999999999973e+02
8.616690000000000000e+08 -9.720050000000000523e+01
8.616850000000000000e+08 -9.714329999999999643e+01
8.617010000000000000e+08 -9.722429999999999950e+01
8.617170000000000000e+08 -9.783979999999999677e+01
8.617330000000000000e+08 -1.003870000000000005e+02
8.617490000000000000e+08 -9.980880000000000507e+01
8.617650000000000000e+08 -9.983979999999999677e+01
8.617810000000000000e+08 -1.017789999999999964e+02
8.617970000000000000e+08 -9.852320000000000277e+01
8.618130000000000000e+08 -9.580389999999999873e+01
8.618290000000000000e+08 -8.615909999999999513e+01
8.618450000000000000e+08 -8.502190000000000225e+01
8.618610000000000000e+08 -8.566459999999999297e+01
8.618770000000000000e+08 -8.919939999999999714e+01
8.618930000000000000e+08 -9.504659999999999798e+01
8.619090000000000000e+08 -9.543869999999999720e+01
8.619250000000000000e+08 -1.012740000000000009e+02
8.619410000000000000e+08 -1.157600000000000051e+02
8.619570000000000000e+08 -9.971189999999999998e+01
8.619730000000000000e+08 -9.493189999999999884e+01
8.619890000000000000e+08 -9.302790000000000248e+01
8.620050000000000000e+08 -9.288679999999999382e+01
8.620210000000000000e+08 -9.337860000000000582e+01
8.620370000000000000e+08 -9.607559999999999434e+01
8.620530000000000000e+08 -9.893609999999999616e+01
8.620690000000000000e+08 -1.034749999999999943e+02
8.620850000000000000e+08 -1.029800000000000040e+02
8.621010000000000000e+08 -1.009659999999999940e+02
8.621170000000000000e+08 -9.995459999999999923e+01
8.621330000000000000e+08 -1.003799999999999955e+02
8.621490000000000000e+08 -1.017319999999999993e+02
8.621650000000000000e+08 -1.001280000000000001e+02
8.621810000000000000e+08 -9.958520000000000039e+01
8.621970000000000000e+08 -9.962399999999999523e+01
8.622130000000000000e+08 -1.014569999999999936e+02
8.622290000000000000e+08 -1.042090000000000032e+02
8.622450000000000000e+08 -1.080370000000000061e+02
8.622610000000000000e+08 -1.155240000000000009e+02
8.622770000000000000e+08 -1.166880000000000024e+02
8.622930000000000000e+08 -1.010460000000000065e+02
8.623090000000000000e+08 -9.401470000000000482e+01
8.623250000000000000e+08 -9.316970000000000596e+01
8.623410000000000000e+08 -9.362470000000000425e+01
8.623570000000000000e+08 -9.936750000000000682e+01
8.623730000000000000e+08 -9.839820000000000277e+01
8.623890000000000000e+08 -9.796800000000000352e+01
8.624050000000000000e+08 -1.006500000000000057e+02
8.624210000000000000e+08 -9.885169999999999391e+01
8.624370000000000000e+08 -9.858119999999999550e+01
8.624530000000000000e+08 -9.671729999999999450e+01
8.624690000000000000e+08 -9.474599999999999511e+01
8.624850000000000000e+08 -9.287789999999999679e+01
8.625010000000000000e+08 -9.284850000000000136e+01
8.625170000000000000e+08 -9.557529999999999859e+01
8.625330000000000000e+08 -1.020400000000000063e+02
8.625490000000000000e+08 -1.115150000000000006e+02
8.625650000000000000e+08 -1.001850000000000023e+02
8.625810000000000000e+08 -9.882529999999999859e+01
8.625970000000000000e+08 -9.978770000000000095e+01
8.626130000000000000e+08 -9.882139999999999702e+01
8.626290000000000000e+08 -9.880870000000000175e+01
8.626450000000000000e+08 -1.011359999999999957e+02
8.626610000000000000e+08 -1.011359999999999957e+02
8.626770000000000000e+08 -9.607330000000000325e+01
8.626930000000000000e+08 -9.580459999999999354e+01
8.627090000000000000e+08 -9.873919999999999675e+01
8.627250000000000000e+08 -9.770019999999999527e+01
8.627410000000000000e+08 -9.766379999999999484e+01
8.627570000000000000e+08 -9.637909999999999400e+01
8.627730000000000000e+08 -9.824299999999999500e+01
